week_ending,week_number,weekly_gross,avg_ticket_price,seats_in_theatre,performances,year,month,holiday_week,Tony_Award
2019-05-26,52,1647411.92,141.36,1435,8,2019,May,0,0
2010-06-20,4,687825,94.02,1057,8,2010,June,1,1
2011-10-16,20,746753,75.8,1493,8,2011,October,0,0
2018-09-23,17,585766.24,86.73,1143,8,2018,September,0,0
2018-03-04,41,1087290,126.81,1066,8,2018,March,0,0
2014-06-29,5,767964,93.85,1036,8,2014,June,1,1
2014-11-16,25,1594690,182.23,1066,8,2014,November,0,0
2019-09-15,16,1044747.5,123.43,1047,8,2019,September,0,0
2018-01-07,33,590063.5,114.98,696,8,2018,January,0,0
2017-02-19,39,744631.83,119.89,1053,8,2017,February,0,0
2010-04-18,47,469171,75.95,999,8,2010,April,0,0
2016-12-04,28,927404.5,89.55,1896,8,2016,December,0,0
2019-06-23,4,1590238,139.59,1424,8,2019,June,1,1
2017-04-30,49,1220094,141.2,1066,8,2017,April,0,0
2012-06-03,1,974540,100.79,1195,8,2012,June,0,1
2016-10-16,21,1653148,117.75,1807,8,2016,October,0,0
2019-09-01,14,2036582,161.68,1696,8,2019,September,0,0
2010-08-15,12,278266,58.99,772,8,2010,August,0,0
2015-07-26,9,986399,126.97,1026,8,2015,July,0,0
2011-12-11,28,413558,100.52,583,8,2011,December,0,0
2018-01-07,33,707806.48,111.45,1026,8,2018,January,0,0
2018-12-02,27,967901.46,137.9,1019,8,2018,December,1,0
2012-09-16,16,930380,92.24,1439,8,2012,September,0,0
2011-03-27,44,321261,53.42,1057,8,2011,March,0,0
2017-06-25,5,1305410.4,109.67,1496,8,2017,June,1,1
2016-12-25,31,546438.4,88.01,932,8,2016,December,1,0
2016-01-10,33,535524.7,94.68,740,8,2016,January,0,0
2013-07-14,7,816847,97.64,1228,8,2013,July,0,0
2016-04-24,48,746871.2,88.71,1045,1,2016,April,0,0
2018-04-08,46,1124558.92,125.4,1143,8,2018,April,0,0
2018-11-04,23,1407880.4,176.43,984,8,2018,November,0,0
2017-08-27,14,305107.8,63.75,617,4,2017,August,0,0
2014-03-30,44,1223317,113.94,1409,8,2014,March,0,0
2016-02-21,39,805705.95,93.49,1424,8,2016,February,0,0
2018-12-16,29,1180003,138.51,1046,8,2018,December,0,0
2011-04-17,47,463197,81.53,1071,8,2011,April,0,0
2013-08-25,13,206708,49.16,928,8,2013,August,0,0
2018-10-14,20,1386133.55,142.11,1225,8,2018,October,0,0
2013-06-30,5,810174,145.64,777,7,2013,June,1,1
2014-03-23,43,1078097,104.07,1507,8,2014,March,0,0
2013-02-10,37,368708,90.61,583,8,2013,February,0,0
2015-04-26,48,666960,84.16,1166,8,2015,April,0,0
2017-10-29,23,706005,84.13,1496,8,2017,October,0,0
2011-05-08,50,241856,62.77,1035,8,2011,May,0,0
2012-04-29,48,1742571,127.7,1809,8,2012,April,0,0
2010-11-28,27,352855,84.54,1079,8,2010,November,1,0
2015-08-16,12,517799,81.03,907,8,2015,August,0,0
2019-06-16,3,416560.3,90.77,891,8,2019,June,0,1
2019-12-08,28,1937216,167.48,1435,8,2019,December,0,0
2010-08-29,14,841523,89.84,1470,8,2010,August,0,0
2014-03-16,42,538966,82.92,1166,8,2014,March,0,0
2019-09-08,15,403933,93.55,651,8,2019,September,1,0
2018-10-21,21,1590249.1,125.62,1684,8,2018,October,0,0
2017-03-19,43,673923.15,84,1080,8,2017,March,0,0
2016-07-31,10,2554453,168.46,1696,9,2016,July,0,0
2014-11-09,24,1737729,128.7,1700,8,2014,November,0,0
2016-03-13,42,1325184,97.16,1727,8,2016,March,0,0
2013-04-21,47,598981,79.92,1080,8,2013,April,0,0
2016-05-15,51,1341902,153.69,1066,8,2016,May,0,0
2010-02-14,38,837224,76.04,1797,8,2010,February,0,0
2012-11-04,23,465738,70.28,1797,6,2012,November,0,0
2016-11-27,27,723853.65,90.4,1080,8,2016,November,1,0
2010-01-24,35,582601,92.93,1041,8,2010,January,0,0
2018-12-30,31,757809.7,131.98,696,8,2018,December,1,0
2019-11-17,25,782779.1,94.5,1225,8,2019,November,0,0
2012-12-30,31,1367678,139.97,1228,8,2012,December,1,0
2017-05-14,51,1374718,103.57,1727,8,2017,May,0,0
2014-04-13,46,407665,79.59,907,8,2014,April,0,0
2013-12-22,30,1203125,94.33,1583,8,2013,December,0,0
2014-09-21,17,509482,86.43,990,8,2014,September,0,0
2014-01-26,35,702496,98.69,1228,8,2014,January,0,0
2018-04-22,48,917164.54,89.69,1523,8,2018,April,0,0
2017-04-09,46,355181.5,65.74,993,8,2017,April,0,0
2019-12-01,27,2200777,153.01,1807,8,2019,December,1,0
2013-08-11,11,762161,99.86,1059,8,2013,August,0,0
2014-09-28,18,315948,84.93,583,8,2014,September,0,0
2010-12-12,29,519928,90.88,931,8,2010,December,0,0
2010-05-23,52,371619,70.41,999,8,2010,May,0,0
2016-04-17,47,394295.5,93.66,576,8,2016,April,0,0
2011-12-11,28,571936,84.11,1065,8,2011,December,0,0
2013-08-18,12,1023367,129.2,990,8,2013,August,0,0
2012-07-22,8,1022487,83.64,1605,8,2012,July,0,0
2018-05-13,51,1496978.2,151.33,1225,8,2018,May,0,0
2011-09-04,14,973320,116.55,1069,8,2011,September,0,0
2016-01-03,32,1651287,124.27,1605,9,2016,January,1,0
2011-09-25,17,1561913,110.62,1809,8,2011,September,0,0
2013-10-06,19,111912,29.08,702,8,2013,October,0,0
2019-03-10,41,490671.5,73.25,889,1,2019,March,0,0
2018-10-28,22,1003283.36,88.72,1605,8,2018,October,0,0
2012-08-05,10,878625,99.91,1228,8,2012,August,0,0
2017-10-22,22,776450,98.75,1045,8,2017,October,0,0
2012-04-01,44,935727,101.71,1228,8,2012,April,0,0
2014-01-26,35,572163,83.64,1036,8,2014,January,0,0
2015-08-30,14,841368,83.78,1432,8,2015,August,0,0
2019-05-12,50,1409488,119.25,1602,8,2019,May,0,0
2012-10-28,22,1431056,126.3,1677,7,2012,October,0,0
2015-03-15,42,704605,120.53,650,9,2015,March,0,0
2018-05-20,52,411261,57.75,1004,8,2018,May,0,0
2010-11-14,25,721596,79.67,1615,8,2010,November,0,0
2019-10-13,20,1183322.55,136.67,1047,8,2019,October,0,0
2011-02-20,39,571383,81.67,1080,8,2011,February,0,0
2016-11-06,24,309722,72.6,730,8,2016,November,0,0
2013-05-05,49,1651541,121.53,1809,8,2013,May,0,0
2015-07-12,7,1406875,109.11,1679,8,2015,July,0,0
2015-01-25,35,462008,97.84,1077,5,2015,January,0,0
2014-07-13,7,809887,120.86,893,8,2014,July,0,0
2019-09-22,17,879511.4,92.53,1602,8,2019,September,0,0
2017-05-21,52,3133555,291.36,1321,8,2017,May,0,0
2016-10-09,20,660543.7,82.77,1707,8,2016,October,0,0
2019-07-07,6,1451748,111.88,1622,8,2019,July,0,0
2014-02-23,39,780736,85.79,1185,8,2014,February,0,0
2013-03-17,42,338621,55.62,787,5,2013,March,0,0
2018-03-18,43,886567.6,113.04,1039,8,2018,March,0,0
2011-02-06,37,641036,83.52,1519,8,2011,February,0,0
2014-09-07,15,589923,74.84,1311,8,2014,September,1,0
2012-07-08,6,412922,67.36,951,8,2012,July,0,0
2014-05-18,51,983206,136.29,1007,7,2014,May,0,0
2018-06-24,4,746132.45,91.42,1424,8,2018,June,1,1
2019-06-23,4,1159155.3,112,1602,8,2019,June,1,1
2019-03-31,44,1045590.6,146.91,1015,7,2019,March,0,0
2013-09-15,16,467612,67.37,1421,8,2013,September,0,0
2012-01-01,31,2056957,190.65,1176,9,2012,January,1,0
2012-09-09,15,891077,98.31,1228,8,2012,September,1,0
2019-12-08,28,1094774.8,107.09,1602,8,2019,December,0,0
2014-01-12,33,331705,80.63,840,8,2014,January,0,0
2010-10-17,21,550196,89.78,1057,8,2010,October,0,0
2010-07-18,8,501212,83.48,931,8,2010,July,0,0
2012-03-25,43,1500067,105.64,1930,8,2012,March,0,0
2011-07-17,7,870024,100.22,1071,8,2011,July,0,0
2012-12-23,30,774870,100.4,1612,8,2012,December,0,0
2012-11-25,26,1801672,205.86,1066,8,2012,November,1,0
2012-11-18,25,1402169,122.86,1677,7,2012,November,0,0
2014-04-06,45,857341,81.64,1751,8,2014,April,0,0
2019-08-25,13,642414.25,86.54,973,8,2019,August,0,0
2015-02-15,38,491763,102.47,802,8,2015,February,0,0
2011-05-08,50,433459,83.87,650,8,2011,May,0,0
2011-08-21,12,385942,48.47,1737,8,2011,August,0,0
2012-07-08,6,1998159,149.51,1677,8,2012,July,0,0
2017-05-28,1,770786.32,100.84,1044,8,2017,May,0,0
2016-04-17,47,1022302.33,100.37,1495,8,2016,April,0,0
2014-01-05,32,1367059,144.25,1053,9,2014,January,1,0
2011-03-13,42,703222,76.28,1498,8,2011,March,0,0
2017-05-28,1,419689,68.99,775,8,2017,May,0,0
2018-10-07,19,1340113.3,101.96,1727,8,2018,October,0,0
2016-11-20,26,239584,71.5,755,8,2016,November,1,0
2011-12-25,30,549234,101,1026,7,2011,December,0,0
2011-08-21,12,465280,70.25,997,8,2011,August,0,0
2012-04-22,47,397233,79.45,990,8,2012,April,0,0
2019-03-31,44,747442.5,103.62,1069,8,2019,March,0,0
2019-06-23,4,1276123.2,96.7,1684,8,2019,June,1,1
2015-06-07,2,491692,98.89,722,7,2015,June,0,1
2012-04-22,47,892533,123.72,1036,7,2012,April,0,0
2013-08-04,10,1182528,92.83,1605,8,2013,August,0,0
2011-11-13,24,794452,77.55,1797,8,2011,November,0,0
2019-05-26,52,680339,92.15,1045,8,2019,May,0,0
2016-08-14,12,718399.61,97.52,1051,8,2016,August,0,0
2012-07-01,5,2033004,144.44,1809,8,2012,July,1,0
2017-08-06,11,1075565.9,118.69,1143,8,2017,August,0,0
2012-01-29,35,959199,113.19,1069,8,2012,January,0,0
2011-08-14,11,958824,103.6,1228,8,2011,August,0,0
2013-12-15,29,408587,94.76,583,8,2013,December,0,0
2017-02-19,39,908006.6,93.63,1424,8,2017,February,0,0
2015-05-24,52,621043,107.69,722,8,2015,May,0,0
2014-02-16,38,725805,111.68,1228,8,2014,February,0,0
2012-02-19,38,419806,84.52,804,8,2012,February,0,0
2015-03-08,41,474989,65.37,1874,8,2015,March,0,0
2019-03-10,41,1555919,106.6,1867,8,2019,March,0,0
2012-09-09,15,347198,58.66,1038,8,2012,September,1,0
2015-01-11,33,689857,106.77,907,8,2015,January,0,0
2017-12-17,30,930835.52,151.75,774,8,2017,December,0,0
2017-06-11,3,2022026.04,196.75,1446,7,2017,June,0,1
2019-12-08,28,1059050,81.62,1622,8,2019,December,0,0
2014-12-07,28,409785,82.52,1068,7,2014,December,0,0
2010-10-17,21,1098027,97.77,1421,8,2010,October,0,0
2014-12-21,30,1078021,104.53,1432,8,2014,December,0,0
2018-06-24,4,2411075,508.67,948,5,2018,June,1,1
2016-03-27,44,1719570,159.89,1321,8,2016,March,0,0
2019-01-13,33,1403103,107.03,1807,8,2019,January,0,0
2014-08-10,11,979900,96.01,1507,8,2014,August,0,0
2012-04-08,45,942780,104.79,1228,8,2012,April,0,0
2017-10-29,23,782012.68,99.57,1044,8,2017,October,0,0
2013-09-15,16,843779,111.01,990,8,2013,September,0,0
2015-05-03,49,837178,79.71,1605,8,2015,May,0,0
2013-10-13,20,989455,123.57,990,8,2013,October,0,0
2015-01-04,32,569187,69.11,1061,9,2015,January,1,0
2011-06-26,4,1006430,80.95,1615,8,2011,June,1,1
2012-06-17,3,1878450,139.98,1677,8,2012,June,0,1
2011-10-23,21,1561390,116.36,1677,8,2011,October,0,0
2019-07-14,7,906112,104.81,1225,7,2019,July,0,0
2016-10-16,21,464656.4,74.01,911,8,2016,October,0,0
2014-04-27,48,1004383,103.01,1311,8,2014,April,0,0
2019-01-06,32,1208964.8,111.29,1605,8,2019,January,1,0
2010-04-25,48,1565019,108.14,1809,8,2010,April,0,0
2010-05-02,49,309657,74.31,1058,8,2010,May,0,0
2010-05-09,50,780950,78.65,1498,8,2010,May,0,0
2012-06-24,4,1008136,118.48,1058,8,2012,June,1,1
2017-06-11,3,1101208.41,87.32,1605,8,2017,June,0,1
2019-04-07,45,1346387.36,168.57,984,8,2019,April,0,0
2013-11-03,23,281538,60.64,1069,8,2013,November,0,0
2014-04-27,48,579630,76.92,1073,8,2014,April,0,0
2011-02-27,40,1541682,122.47,1677,8,2011,February,0,0
2011-10-02,18,1414779,105.43,1677,8,2011,October,0,0
2013-04-14,46,958802,82.44,1605,8,2013,April,0,0
2016-12-25,31,627642.5,116.23,1026,7,2016,December,1,0
2019-02-17,38,1644307,118.24,1807,8,2019,February,0,0
2017-05-21,52,1066119,87.17,1605,8,2017,May,0,0
2014-03-09,41,1511718,113.56,1700,8,2014,March,0,0
2012-06-03,1,189832,51.28,728,8,2012,June,0,1
2010-05-23,52,308824,62.41,772,8,2010,May,0,0
2016-07-24,9,672382.16,94.03,1424,8,2016,July,0,0
2013-12-29,31,3201333,184.49,1928,9,2013,December,1,0
2017-12-03,28,951114.7,116.39,1143,8,2017,December,0,0
2015-03-22,43,1049234,91.13,1432,8,2015,March,0,0
2019-07-07,6,1094422.02,91.45,1605,8,2019,July,0,0
2019-04-07,45,1011176.36,146.1,1015,7,2019,April,0,0
2016-08-14,12,1663119,125.16,1727,8,2016,August,0,0
2019-06-16,3,2330287,171.79,1696,8,2019,June,0,1
2014-10-19,21,536740,84.46,990,8,2014,October,0,0
2014-07-06,6,526548,80.98,1080,8,2014,July,0,0
2019-04-28,48,834394.86,69.67,1493,4,2019,April,0,0
2019-02-17,38,627246.88,81.83,1039,8,2019,February,0,0
2018-01-07,33,497135.4,84.52,1004,7,2018,January,0,0
2011-10-02,18,365354,85.05,583,8,2011,October,0,0
2016-01-24,35,344769.1,65.33,1018,6,2016,January,0,0
2011-12-18,29,1539604,160.49,1176,8,2011,December,0,0
2019-11-03,23,2408121,224.35,1324,8,2019,November,0,0
2013-12-29,31,1479890,109.44,1751,8,2013,December,1,0
2019-12-22,30,386729.66,64.66,1073,8,2019,December,0,0
2011-08-07,10,992380,116.04,1069,8,2011,August,0,0
2015-11-22,26,819184,94.83,1424,8,2015,November,1,0
2011-01-02,32,1353837,108.4,1498,9,2011,January,1,0
2019-09-29,18,1486705.24,135.09,1424,8,2019,September,0,0
2017-04-16,47,1381419.9,163.37,1045,8,2017,April,0,0
2014-10-26,22,665388,88.72,1409,8,2014,October,0,0
2016-03-13,42,411983.5,63.2,1014,4,2016,March,0,0
2012-04-15,46,310236,40.8,1064,1,2012,April,0,0
2018-10-14,20,807677,108.24,1026,8,2018,October,0,0
2017-07-23,9,1663201.08,208.19,984,8,2017,July,0,0
2019-08-18,12,564642,85.01,1026,8,2019,August,0,0
2016-11-06,24,600205.7,89,932,8,2016,November,0,0
2016-11-13,25,913377,102.86,1228,8,2016,November,0,0
2013-12-08,28,186087,48.98,650,8,2013,December,0,0
2010-03-07,41,430278,85.36,1041,8,2010,March,0,0
2016-04-03,45,697678.5,87.76,1228,8,2016,April,0,0
2011-11-20,25,592551,99.57,1076,8,2011,November,0,0
2011-08-14,11,1224686,106.98,1424,8,2011,August,0,0
2016-11-13,25,612384.3,90.43,932,8,2016,November,0,0
2016-12-11,29,574018.9,87.65,911,8,2016,December,0,0
2014-10-19,21,1438023,104.58,1723,8,2014,October,0,0
2012-02-19,38,674710,74.66,1755,8,2012,February,0,0
2014-07-20,8,1300153,157.21,1026,8,2014,July,0,0
2014-11-09,24,569810,75.41,1311,8,2014,November,0,0
2011-05-01,49,184396,32.93,804,6,2011,May,0,0
2017-07-09,7,757537.6,94.79,1228,8,2017,July,0,0
2017-09-03,15,2273239.92,195.36,1446,8,2017,September,1,0
2011-06-19,3,914213,78.35,1615,8,2011,June,0,1
2015-05-03,49,571832,73.96,1409,8,2015,May,0,0
2019-07-14,7,621643.15,90.29,1045,7,2019,July,0,0
2017-01-01,32,1293125.32,142.92,1044,9,2017,January,1,0
2011-01-02,32,1050924,101.48,1344,8,2011,January,1,0
2014-10-26,22,685294,115.64,893,8,2014,October,0,0
2018-03-04,41,615285.6,93.89,1051,8,2018,March,0,0
2019-12-15,29,1106852.76,138.91,984,8,2019,December,0,0
2015-01-18,34,432399,74.19,650,9,2015,January,0,0
2014-12-21,30,666416,92.74,1059,8,2014,December,0,0
2012-01-01,31,1910224,148.14,1424,9,2012,January,1,0
2013-07-07,6,1158635,90.46,1605,8,2013,July,0,0
2018-12-16,29,790460,119.4,1004,8,2018,December,0,0
2015-11-08,24,400232,89.62,802,7,2015,November,0,0
2011-04-24,48,1325964,101.53,1615,8,2011,April,0,0
2010-03-21,43,840312,119.63,931,8,2010,March,0,0
2010-02-28,40,1353808,95.58,1809,8,2010,February,0,0
2010-09-12,16,344626,65.22,1030,8,2010,September,0,0
2012-06-17,3,898832,99.24,1228,8,2012,June,0,1
2011-03-13,42,683847,92.25,1071,8,2011,March,0,0
2018-07-22,8,3143813,292.34,1321,8,2018,July,0,0
2016-04-10,46,1676579,118.54,1807,8,2016,April,0,0
2019-05-19,51,1127837.7,151.53,918,8,2019,May,0,0
2017-11-05,24,294551.84,66.42,734,8,2017,November,0,0
2016-08-28,14,956313.6,98.16,1495,8,2016,August,0,0
2018-03-25,44,918633.34,110.11,1143,8,2018,March,0,0
2019-07-21,8,1796003,119.26,1727,9,2019,July,0,0
2014-04-27,48,470784,82.56,907,8,2014,April,0,0
2011-12-18,29,695528,82.71,1612,8,2011,December,0,0
2014-06-08,2,515296,82.62,1036,8,2014,June,0,1
2010-01-24,35,928670,125.75,931,8,2010,January,0,0
2019-07-07,6,2580903,190.91,1696,8,2019,July,0,0
2012-10-07,19,422517,71.56,1038,8,2012,October,0,0
2011-05-22,52,1028470,87.79,1689,8,2011,May,0,0
2016-10-30,23,575551.4,101.67,778,1,2016,October,0,0
2015-05-03,49,1033010,139.2,1026,8,2015,May,0,0
2012-07-08,6,534109,66.73,1470,8,2012,July,0,0
2015-05-24,52,723418,95.21,1228,8,2015,May,0,0
2018-06-24,4,1714309.12,214.45,984,8,2018,June,1,1
2011-03-13,42,517529,75.86,1080,8,2011,March,0,0
2019-07-07,6,1039179.35,105.82,1225,8,2019,July,0,0
2018-12-09,28,811958.7,91.96,1523,8,2018,December,0,0
2013-01-27,35,886531,95.89,1384,8,2013,January,0,0
2019-10-20,21,335298,87.55,643,8,2019,October,0,0
2015-11-15,25,624104,95.15,1018,8,2015,November,0,0
2015-10-11,20,1576943,180.28,1066,8,2015,October,0,0
2012-12-23,30,490315,113.42,583,8,2012,December,0,0
2016-12-04,28,612236.7,93.44,932,8,2016,December,0,0
2017-12-03,28,1267695.5,147.15,1066,8,2017,December,0,0
2017-04-30,49,812989.45,93.76,1397,8,2017,April,0,0
2013-12-22,30,1286509,114.2,1432,8,2013,December,0,0
2017-05-21,52,1104795,129.56,1046,8,2017,May,0,0
2015-02-01,36,976936,165.22,774,8,2015,February,0,0
2018-11-25,26,2319012.5,175.13,1684,8,2018,November,1,0
2013-10-27,22,1693555,118.28,1809,8,2013,October,0,0
2015-05-17,51,493858,67.64,1384,8,2015,May,0,0
2014-11-23,26,981245,95.24,1507,8,2014,November,1,0
2019-06-16,3,534073.7,99.27,740,8,2019,June,0,1
2016-05-22,52,930524.3,88.42,1495,8,2016,May,0,0
2019-09-08,15,1678245,141.58,1696,8,2019,September,1,0
2019-12-22,30,2401820,155.88,1926,8,2019,December,0,0
2018-11-04,23,2824675,263.15,1321,8,2018,November,0,0
2019-06-23,4,1298013,174.46,918,8,2019,June,1,1
2010-10-03,19,548380,84.43,1214,8,2010,October,0,0
2016-05-01,49,264032,55.09,1198,8,2016,May,0,0
2018-07-08,6,1175292.38,93.71,1605,8,2018,July,0,0
2013-08-11,11,1091550,95.1,1751,8,2013,August,0,0
2012-03-11,41,1520084,120.43,1677,8,2012,March,0,0
2016-08-14,12,379242,76.37,740,8,2016,August,0,0
2010-11-21,26,794251,90.68,1470,8,2010,November,1,0
2017-12-17,30,2448611.28,212.55,1446,8,2017,December,0,0
2017-06-04,2,1222437,140.46,1066,8,2017,June,0,1
2019-07-21,8,462584.9,85.95,891,8,2019,July,0,0
2012-06-24,4,661701,85.06,1050,8,2012,June,1,1
2010-11-28,27,1299371,117.52,1519,8,2010,November,1,0
2010-12-12,29,367783,66.35,1030,8,2010,December,0,0
2017-09-24,18,784877.82,103.82,1143,8,2017,September,0,0
2015-03-29,44,800286,83.64,1409,8,2015,March,0,0
2019-11-17,25,1824941.3,158.57,1435,8,2019,November,0,0
2010-06-20,4,437533,78.65,1080,8,2010,June,1,1
2012-05-20,51,654103,72.53,1335,8,2012,May,0,0
2018-12-16,29,1174950.81,101.06,1435,4,2018,December,0,0
2012-06-24,4,947229,104.1,1228,8,2012,June,1,1
2019-11-03,23,964909.5,74.36,1622,8,2019,November,0,0
2011-01-02,32,1175750,142.24,1152,7,2011,January,1,0
2014-09-07,15,1077517,148.75,1026,8,2014,September,1,0
2010-10-10,20,295236,59.82,772,8,2010,October,0,0
2014-07-27,9,626904,82.51,1080,8,2014,July,0,0
2015-02-15,38,767648,109.44,1018,8,2015,February,0,0
2011-03-27,44,406629,88.46,804,7,2011,March,0,0
2014-05-04,49,707891,87.93,1516,8,2014,May,0,0
2012-04-01,44,763682,79.38,1197,5,2012,April,0,0
2010-01-03,32,314422,59.92,1004,7,2010,January,1,0
2019-03-31,44,716454,97.42,1045,8,2019,March,0,0
2015-01-04,32,1089779,134.13,1018,8,2015,January,1,0
2016-04-24,48,672860,96.58,950,8,2016,April,0,0
2019-07-28,9,1747335.5,167.51,1302,4,2019,July,0,0
2019-11-03,23,2180899.5,207.74,1302,8,2019,November,0,0
2019-05-19,51,676047.25,122.27,960,6,2019,May,0,0
2018-01-21,35,1201167.8,142.61,1046,8,2018,January,0,0
2016-07-10,7,618557.5,75.16,1679,8,2016,July,0,0
2016-12-25,31,2245595,153.29,1867,8,2016,December,1,0
2016-01-10,33,713975,85.95,1409,8,2016,January,0,0
2015-05-24,52,1107925,97.75,1504,8,2015,May,0,0
2011-06-12,2,1001672,93,1424,8,2011,June,0,1
2018-02-25,40,709917.54,89.55,1044,8,2018,February,0,0
2016-08-28,14,749761.6,103.72,1026,8,2016,August,0,0
2011-08-28,13,1081144,130.57,1677,5,2011,August,0,0
2010-05-30,1,713653,96.44,1611,8,2010,May,0,0
2019-11-03,23,281028,81.03,643,8,2019,November,0,0
2016-11-13,25,1752417,121.47,1807,8,2016,November,0,0
2018-05-06,50,1493289,114.31,1807,8,2018,May,0,0
2011-11-27,26,797455,112.08,1026,8,2011,November,1,0
2016-01-03,32,391703,56.36,1071,9,2016,January,1,0
2018-02-18,39,1017255,112.94,1143,8,2018,February,0,0
2014-01-19,34,781752,76.76,1751,8,2014,January,0,0
2013-06-09,2,888246,88.48,1751,8,2013,June,0,1
2017-04-30,49,402741.9,79.4,650,8,2017,April,0,0
2017-11-12,25,913090.4,122.84,1026,8,2017,November,0,0
2017-03-26,44,921604.25,76.25,1896,8,2017,March,0,0
2018-09-30,18,1135036.5,133.33,1046,8,2018,September,0,0
2015-09-13,16,1727320,127.36,1696,8,2015,September,0,0
2012-06-10,2,156437,58.11,735,8,2012,June,0,1
2011-08-28,13,358660,71.59,1470,5,2011,August,0,0
2018-05-27,53,747382.45,90.91,1424,8,2018,May,0,0
2012-07-22,8,2145917,140.19,1809,9,2012,July,0,0
2013-08-25,13,1320097,114.4,1432,8,2013,August,0,0
2018-04-08,46,779655.72,123.83,787,8,2018,April,0,0
2016-06-05,2,433190.7,87.07,735,7,2016,June,0,1
2019-06-09,2,666743.4,89.54,998,8,2019,June,0,1
2015-06-21,4,919935,116.24,1018,8,2015,June,1,1
2018-08-26,13,355682.1,81.97,581,8,2018,August,0,0
2014-04-13,46,1147961,113.37,1409,8,2014,April,0,0
2011-06-12,2,954491,73.56,1797,8,2011,June,0,1
2014-04-27,48,994085,109.02,1422,8,2014,April,0,0
2014-05-25,52,819397,98.66,1228,8,2014,May,0,0
2014-09-28,18,776248,88.6,1432,8,2014,September,0,0
2011-06-26,4,741518,89.35,1071,8,2011,June,1,1
2017-08-06,11,570953.5,76.87,1168,8,2017,August,0,0
2018-12-23,30,492604,85.51,1470,7,2018,December,0,0
2019-07-28,9,1048493.05,92.57,1493,8,2019,July,0,0
2017-07-16,8,557756.93,95.69,775,8,2017,July,0,0
2019-02-03,36,986836.7,130.45,1045,8,2019,February,0,0
2013-06-09,2,859329,102.19,1228,8,2013,June,0,1
2011-02-20,39,498098,62.31,1058,8,2011,February,0,0
2012-06-10,2,600039,73.9,1505,8,2012,June,0,1
2010-03-28,44,831584,118.73,931,8,2010,March,0,0
2019-07-28,9,2076615,127.13,1860,9,2019,July,0,0
2018-04-01,45,1034963,84.2,1610,8,2018,April,0,0
2011-11-06,23,742893,92.61,1076,8,2011,November,0,0
2012-08-19,12,325001,65.62,990,8,2012,August,0,0
2015-11-01,23,555354,83.19,1018,8,2015,November,0,0
2017-02-26,40,571033.75,87.02,1080,8,2017,February,0,0
2013-01-13,33,834914,93.48,1612,8,2013,January,0,0
2018-12-16,29,1465586.58,183.36,984,8,2018,December,0,0
2019-06-23,4,583140,196.54,1495,2,2019,June,1,1
2017-07-23,9,1839957,121.61,1727,9,2017,July,0,0
2013-08-04,10,1295262,99.81,1930,8,2013,August,0,0
2011-06-12,2,325248,82.4,583,8,2011,June,0,1
2011-05-29,53,859804,75.12,1749,8,2011,May,0,0
2011-11-13,24,689420,98.88,1076,8,2011,November,0,0
2015-06-28,5,597661,79.43,1080,8,2015,June,1,1
2015-09-13,16,625159,88.57,1007,7,2015,September,0,0
2010-04-04,45,1292512,89.4,1797,8,2010,April,0,0
2018-11-18,25,2423700,511.33,948,5,2018,November,0,0
2017-08-27,14,636225,85.69,1375,8,2017,August,0,0
2012-05-27,52,1005804,101.94,1439,8,2012,May,0,0
2013-12-22,30,334034,57.9,1047,8,2013,December,0,0
2018-10-07,19,576926.5,94.84,1470,8,2018,October,0,0
2015-02-08,37,473945,105.16,1007,6,2015,February,0,0
2016-08-21,13,634350,93.48,1424,8,2016,August,0,0
2018-05-20,52,1037453.2,94.31,1446,8,2018,May,0,0
2018-04-08,46,1176175.3,119.69,1225,1,2018,April,0,0
2016-01-24,35,545145.2,90.33,1026,6,2016,January,0,0
